	SRR2352185	SRR2352187	SRR2352188	SRR2352189	SRR2352190	SRR2352192	SRR2352193	SRR2352194	SRR2352195	SRR2352196	SRR2352198	SRR2352199	SRR2352200	SRR2352202	SRR2352203	SRR2352205	SRR2352206	SRR2352207	SRR2352208	SRR2352209	SRR2352210	SRR2352211	SRR2352212	SRR2352219	SRR2352220	SRR2352221	SRR2352222	SRR2352223	SRR2352224	SRR2352227	SRR2352230	SRR2352231	SRR2352232	SRR2352233	SRR2352234	SRR2352186	PNUSAS000080	PNUSAS000090	PNUSAS000106	PNUSAS000145	PNUSAS000162	PNUSAS000168	PNUSAS000169	PNUSAS000170	PNUSAS000171	PNUSAS000192	PNUSAS000197	PNUSAS000198	PNUSAS000218	PNUSAS000233	PNUSAS000250	PNUSAS000253	PNUSAS000287	PNUSAS000293	PNUSAS000294	PNUSAS000346	PNUSAS000362	PNUSAS000398	PNUSAS000410	PNUSAS000411	PNUSAS000412	PNUSAS000413	PNUSAS000414	PNUSAS000415	PNUSAS000416	PNUSAS000417	PNUSAS000418	PNUSAS000419	PNUSAS000420	PNUSAS000421	PNUSAS000462	PNUSAS000470	PNUSAS000473	PNUSAS000476	PNUSAS000478	PNUSAS000482	PNUSAS000490	PNUSAS000491	PNUSAS000492	PNUSAS000493	PNUSAS000495	PNUSAS000514	PNUSAS000525	PNUSAS000526	PNUSAS000583	PNUSAS000614	PNUSAS000636	PNUSAS000637	PNUSAS000641	PNUSAS000645	PNUSAS000650	PNUSAS000655	PNUSAS000656	PNUSAS000659	PNUSAS000660	PNUSAS000661	PNUSAS000664	PNUSAS000665	PNUSAS000668	PNUSAS000669	PNUSAS000691	PNUSAS000694	PNUSAS000699	PNUSAS000702	PNUSAS000704	PNUSAS000705	PNUSAS000755	PNUSAS000800	PNUSAS000801	PNUSAS000802	PNUSAS000803	PNUSAS000804	PNUSAS000806
PNUSAS000525	6.0	6.0	6.0	7.0	6.0	7.0	8.0	5.0	6.0	8.0	5.0	7.0	6.0	6.0	6.0	6.0	5.0	5.0	7.0	5.0	5.0	6.0	6.0	6.0	6.0	5.0	5.0	5.0	5.0	6.0	6.0	7.0	6.0	6.0	6.0	6.0	4.0	8.0	6.0	6.0	1.0	1.0	2.0	5.0	1.0	4.0	1.0	3.0	5.0	7.0	7.0	4.0	7.0	1.0	4.0	0.0	5.0	3.0	4.0	4.0	3.0	3.0	7.0	4.0	3.0	3.0	3.0	3.0	2.0	1.0	1.0	5.0	4.0	1.0	4.0	2.0	6.0	1.0	3.0	3.0	1.0	0.0	0.0	9.0	4.0	1.0	1.0	1.0	1.0	1.0	4.0	4.0	1.0	1.0	4.0	5.0	4.0	3.0	6.0	1.0	3.0	5.0	3.0	4.0	5.0	5.0	7.0	1.0	1.0	1.0	6.0	4.0	2.0
PNUSAS000526	7.0	7.0	7.0	8.0	6.0	8.0	7.0	6.0	7.0	9.0	6.0	8.0	7.0	7.0	7.0	7.0	6.0	6.0	8.0	6.0	6.0	7.0	7.0	7.0	7.0	6.0	6.0	6.0	6.0	7.0	7.0	8.0	7.0	7.0	7.0	7.0	5.0	9.0	7.0	7.0	10.0	10.0	11.0	12.0	10.0	7.0	10.0	8.0	6.0	8.0	6.0	7.0	6.0	10.0	7.0	9.0	8.0	8.0	7.0	8.0	8.0	8.0	9.0	8.0	8.0	8.0	8.0	7.0	10.0	10.0	10.0	12.0	7.0	10.0	7.0	11.0	7.0	10.0	10.0	10.0	10.0	9.0	9.0	0.0	7.0	10.0	10.0	10.0	10.0	10.0	9.0	9.0	10.0	10.0	9.0	12.0	7.0	8.0	13.0	10.0	8.0	12.0	8.0	7.0	8.0	12.0	7.0	10.0	10.0	10.0	9.0	9.0	11.0
PNUSAS000583	4.0	4.0	4.0	5.0	4.0	5.0	6.0	3.0	4.0	6.0	3.0	5.0	4.0	4.0	4.0	4.0	3.0	3.0	5.0	3.0	3.0	4.0	4.0	4.0	4.0	3.0	3.0	3.0	3.0	4.0	4.0	5.0	4.0	4.0	4.0	4.0	2.0	6.0	4.0	4.0	5.0	5.0	6.0	7.0	5.0	0.0	5.0	3.0	3.0	5.0	5.0	0.0	5.0	5.0	0.0	4.0	1.0	3.0	0.0	4.0	3.0	3.0	3.0	4.0	3.0	3.0	3.0	3.0	6.0	5.0	5.0	7.0	0.0	5.0	0.0	6.0	4.0	5.0	5.0	5.0	5.0	4.0	4.0	7.0	0.0	5.0	5.0	5.0	5.0	5.0	4.0	4.0	5.0	5.0	4.0	7.0	0.0	3.0	8.0	5.0	3.0	7.0	3.0	0.0	1.0	7.0	5.0	5.0	5.0	5.0	2.0	4.0	6.0
PNUSAS000614	7.0	7.0	6.0	8.0	6.0	8.0	8.0	6.0	7.0	9.0	6.0	8.0	7.0	7.0	7.0	7.0	6.0	6.0	8.0	6.0	6.0	7.0	7.0	7.0	7.0	6.0	6.0	6.0	6.0	7.0	7.0	8.0	7.0	7.0	7.0	7.0	5.0	8.0	7.0	7.0	0.0	0.0	1.0	6.0	0.0	5.0	0.0	4.0	6.0	8.0	8.0	5.0	8.0	0.0	5.0	1.0	6.0	4.0	5.0	4.0	4.0	4.0	8.0	5.0	3.0	4.0	3.0	4.0	1.0	0.0	0.0	6.0	5.0	0.0	5.0	1.0	7.0	0.0	4.0	3.0	0.0	1.0	1.0	10.0	5.0	0.0	0.0	0.0	0.0	0.0	5.0	5.0	0.0	0.0	5.0	6.0	5.0	4.0	7.0	0.0	4.0	6.0	4.0	5.0	6.0	6.0	8.0	0.0	0.0	0.0	7.0	5.0	1.0
PNUSAS000636	7.0	7.0	6.0	8.0	6.0	8.0	8.0	6.0	7.0	9.0	6.0	8.0	7.0	7.0	7.0	7.0	6.0	6.0	8.0	6.0	6.0	7.0	7.0	7.0	7.0	6.0	6.0	6.0	6.0	7.0	7.0	8.0	7.0	7.0	7.0	7.0	5.0	9.0	7.0	7.0	0.0	0.0	1.0	6.0	0.0	5.0	0.0	4.0	6.0	8.0	8.0	5.0	8.0	0.0	5.0	1.0	6.0	4.0	5.0	4.0	4.0	4.0	8.0	5.0	3.0	4.0	3.0	4.0	1.0	0.0	0.0	6.0	5.0	0.0	5.0	1.0	7.0	0.0	4.0	3.0	0.0	1.0	1.0	10.0	5.0	0.0	0.0	0.0	0.0	0.0	5.0	5.0	0.0	0.0	5.0	6.0	5.0	4.0	7.0	0.0	4.0	6.0	4.0	5.0	6.0	6.0	8.0	0.0	0.0	0.0	7.0	5.0	1.0
PNUSAS000637	7.0	7.0	6.0	8.0	6.0	8.0	8.0	6.0	7.0	9.0	6.0	8.0	7.0	7.0	7.0	7.0	6.0	6.0	8.0	6.0	6.0	7.0	7.0	7.0	7.0	6.0	6.0	6.0	6.0	7.0	7.0	8.0	7.0	7.0	7.0	7.0	5.0	8.0	7.0	7.0	0.0	0.0	1.0	6.0	0.0	5.0	0.0	4.0	6.0	8.0	8.0	5.0	8.0	0.0	5.0	1.0	6.0	4.0	5.0	4.0	4.0	4.0	8.0	5.0	3.0	4.0	3.0	4.0	1.0	0.0	0.0	6.0	5.0	0.0	5.0	1.0	7.0	0.0	4.0	3.0	0.0	1.0	1.0	10.0	5.0	0.0	0.0	0.0	0.0	0.0	5.0	5.0	0.0	0.0	5.0	6.0	5.0	4.0	7.0	0.0	4.0	6.0	4.0	5.0	6.0	6.0	8.0	0.0	0.0	0.0	7.0	5.0	1.0
PNUSAS000641	7.0	7.0	6.0	8.0	6.0	8.0	8.0	6.0	7.0	9.0	6.0	8.0	7.0	7.0	7.0	7.0	6.0	6.0	8.0	6.0	6.0	7.0	7.0	7.0	7.0	6.0	6.0	6.0	6.0	7.0	7.0	8.0	7.0	7.0	7.0	7.0	5.0	9.0	7.0	7.0	0.0	0.0	1.0	6.0	0.0	5.0	0.0	4.0	6.0	8.0	8.0	5.0	8.0	0.0	5.0	1.0	6.0	4.0	5.0	4.0	4.0	4.0	8.0	5.0	3.0	4.0	3.0	4.0	1.0	0.0	0.0	6.0	5.0	0.0	5.0	1.0	7.0	0.0	4.0	3.0	0.0	1.0	1.0	10.0	5.0	0.0	0.0	0.0	0.0	0.0	5.0	5.0	0.0	0.0	5.0	6.0	5.0	4.0	7.0	0.0	4.0	6.0	4.0	5.0	6.0	6.0	8.0	0.0	0.0	0.0	7.0	5.0	1.0
PNUSAS000645	7.0	7.0	6.0	8.0	6.0	8.0	8.0	6.0	7.0	9.0	6.0	8.0	7.0	7.0	7.0	7.0	6.0	6.0	8.0	6.0	6.0	7.0	7.0	7.0	7.0	6.0	6.0	6.0	6.0	7.0	7.0	8.0	7.0	7.0	7.0	7.0	5.0	9.0	7.0	7.0	0.0	0.0	1.0	6.0	0.0	5.0	0.0	4.0	6.0	8.0	8.0	5.0	8.0	0.0	5.0	1.0	6.0	4.0	5.0	4.0	4.0	4.0	8.0	5.0	3.0	4.0	3.0	4.0	1.0	0.0	0.0	6.0	5.0	0.0	5.0	1.0	7.0	0.0	4.0	3.0	0.0	1.0	1.0	10.0	5.0	0.0	0.0	0.0	0.0	0.0	5.0	5.0	0.0	0.0	5.0	6.0	5.0	4.0	7.0	0.0	4.0	6.0	4.0	5.0	6.0	6.0	8.0	0.0	0.0	0.0	7.0	5.0	1.0
PNUSAS000650	6.0	6.0	6.0	7.0	6.0	7.0	8.0	5.0	6.0	8.0	5.0	7.0	6.0	6.0	6.0	6.0	5.0	5.0	7.0	5.0	5.0	6.0	6.0	6.0	6.0	5.0	5.0	5.0	5.0	6.0	6.0	7.0	6.0	6.0	6.0	6.0	4.0	8.0	6.0	6.0	5.0	5.0	6.0	7.0	5.0	4.0	5.0	1.0	5.0	7.0	7.0	4.0	7.0	5.0	4.0	4.0	5.0	1.0	4.0	2.0	1.0	1.0	6.0	2.0	1.0	1.0	1.0	1.0	6.0	5.0	5.0	7.0	4.0	5.0	4.0	6.0	6.0	5.0	5.0	5.0	5.0	4.0	4.0	9.0	4.0	5.0	5.0	5.0	5.0	5.0	0.0	0.0	5.0	5.0	0.0	7.0	4.0	1.0	8.0	5.0	1.0	7.0	1.0	4.0	5.0	7.0	7.0	5.0	5.0	5.0	6.0	0.0	6.0
PNUSAS000655	6.0	6.0	6.0	7.0	6.0	7.0	8.0	5.0	6.0	8.0	5.0	7.0	6.0	6.0	6.0	6.0	5.0	5.0	7.0	5.0	5.0	6.0	6.0	6.0	6.0	5.0	5.0	5.0	5.0	6.0	6.0	7.0	6.0	6.0	6.0	6.0	4.0	8.0	6.0	6.0	5.0	5.0	6.0	7.0	5.0	4.0	5.0	1.0	5.0	7.0	7.0	4.0	7.0	5.0	4.0	4.0	5.0	1.0	4.0	2.0	1.0	1.0	6.0	2.0	1.0	1.0	1.0	1.0	6.0	5.0	5.0	7.0	4.0	5.0	4.0	6.0	6.0	5.0	5.0	5.0	5.0	4.0	4.0	9.0	4.0	5.0	5.0	5.0	5.0	5.0	0.0	0.0	5.0	5.0	0.0	7.0	4.0	1.0	8.0	5.0	1.0	7.0	1.0	4.0	5.0	7.0	7.0	5.0	5.0	5.0	6.0	0.0	6.0
PNUSAS000656	7.0	7.0	6.0	8.0	6.0	8.0	8.0	6.0	7.0	9.0	6.0	8.0	7.0	7.0	7.0	7.0	6.0	6.0	8.0	6.0	6.0	7.0	7.0	7.0	7.0	6.0	6.0	6.0	6.0	7.0	7.0	8.0	7.0	7.0	7.0	7.0	5.0	9.0	7.0	7.0	0.0	0.0	1.0	6.0	0.0	5.0	0.0	4.0	6.0	8.0	8.0	5.0	8.0	0.0	5.0	1.0	6.0	4.0	5.0	4.0	4.0	4.0	8.0	5.0	3.0	4.0	3.0	4.0	1.0	0.0	0.0	6.0	5.0	0.0	5.0	1.0	7.0	0.0	4.0	3.0	0.0	1.0	1.0	10.0	5.0	0.0	0.0	0.0	0.0	0.0	5.0	5.0	0.0	0.0	5.0	6.0	5.0	4.0	7.0	0.0	4.0	6.0	4.0	5.0	6.0	6.0	8.0	0.0	0.0	0.0	7.0	5.0	1.0
PNUSAS000659	7.0	7.0	6.0	8.0	6.0	8.0	8.0	6.0	7.0	9.0	6.0	8.0	7.0	7.0	7.0	7.0	6.0	6.0	8.0	6.0	6.0	7.0	7.0	7.0	7.0	6.0	6.0	6.0	6.0	7.0	7.0	8.0	7.0	7.0	7.0	7.0	5.0	8.0	7.0	7.0	0.0	0.0	1.0	6.0	0.0	5.0	0.0	4.0	6.0	8.0	8.0	5.0	8.0	0.0	5.0	1.0	6.0	4.0	5.0	4.0	4.0	4.0	8.0	5.0	3.0	4.0	3.0	4.0	1.0	0.0	0.0	6.0	5.0	0.0	5.0	1.0	7.0	0.0	4.0	3.0	0.0	1.0	1.0	10.0	5.0	0.0	0.0	0.0	0.0	0.0	5.0	5.0	0.0	0.0	5.0	6.0	5.0	4.0	7.0	0.0	4.0	6.0	4.0	5.0	6.0	6.0	8.0	0.0	0.0	0.0	7.0	5.0	1.0
PNUSAS000660	6.0	6.0	6.0	7.0	6.0	7.0	8.0	5.0	6.0	8.0	5.0	7.0	6.0	6.0	6.0	6.0	5.0	5.0	7.0	5.0	5.0	6.0	6.0	6.0	6.0	5.0	5.0	5.0	5.0	6.0	6.0	7.0	6.0	6.0	6.0	6.0	4.0	8.0	6.0	6.0	5.0	5.0	6.0	7.0	5.0	4.0	5.0	1.0	5.0	7.0	7.0	4.0	7.0	5.0	4.0	4.0	5.0	1.0	4.0	2.0	1.0	1.0	6.0	2.0	1.0	1.0	1.0	1.0	6.0	5.0	5.0	7.0	4.0	5.0	4.0	6.0	6.0	5.0	5.0	5.0	5.0	4.0	4.0	9.0	4.0	5.0	5.0	5.0	5.0	5.0	0.0	0.0	5.0	5.0	0.0	7.0	4.0	1.0	8.0	5.0	1.0	7.0	1.0	4.0	5.0	7.0	7.0	5.0	5.0	5.0	6.0	0.0	6.0
PNUSAS000661	9.0	9.0	9.0	10.0	9.0	10.0	11.0	8.0	9.0	11.0	8.0	10.0	9.0	9.0	9.0	9.0	8.0	8.0	10.0	8.0	8.0	9.0	9.0	9.0	9.0	8.0	8.0	8.0	8.0	9.0	9.0	10.0	9.0	9.0	9.0	9.0	7.0	11.0	9.0	9.0	6.0	6.0	7.0	0.0	6.0	7.0	6.0	6.0	8.0	10.0	10.0	7.0	10.0	6.0	7.0	5.0	8.0	6.0	7.0	7.0	6.0	6.0	10.0	7.0	6.0	6.0	6.0	6.0	7.0	6.0	6.0	0.0	7.0	6.0	7.0	7.0	9.0	6.0	2.0	2.0	6.0	5.0	5.0	12.0	7.0	6.0	6.0	6.0	6.0	6.0	7.0	7.0	6.0	6.0	7.0	0.0	7.0	6.0	1.0	6.0	6.0	0.0	6.0	7.0	8.0	0.0	10.0	6.0	6.0	6.0	9.0	7.0	7.0
PNUSAS000664	4.0	4.0	4.0	5.0	4.0	5.0	6.0	3.0	4.0	6.0	3.0	5.0	4.0	4.0	4.0	4.0	3.0	3.0	5.0	3.0	3.0	4.0	4.0	4.0	4.0	3.0	3.0	3.0	3.0	4.0	4.0	5.0	4.0	4.0	4.0	4.0	2.0	6.0	4.0	4.0	5.0	5.0	6.0	7.0	5.0	0.0	5.0	3.0	3.0	5.0	5.0	0.0	5.0	5.0	0.0	4.0	1.0	3.0	0.0	4.0	3.0	3.0	3.0	4.0	3.0	3.0	3.0	3.0	6.0	5.0	5.0	7.0	0.0	5.0	0.0	6.0	4.0	5.0	5.0	5.0	5.0	4.0	4.0	7.0	0.0	5.0	5.0	5.0	5.0	5.0	4.0	4.0	5.0	5.0	4.0	7.0	0.0	3.0	8.0	5.0	3.0	7.0	3.0	0.0	1.0	7.0	5.0	5.0	5.0	5.0	2.0	4.0	6.0
PNUSAS000665	5.0	5.0	5.0	6.0	5.0	6.0	7.0	4.0	5.0	7.0	4.0	6.0	5.0	5.0	5.0	5.0	4.0	4.0	6.0	4.0	4.0	5.0	5.0	5.0	5.0	4.0	4.0	4.0	4.0	5.0	5.0	6.0	5.0	5.0	5.0	5.0	3.0	7.0	5.0	5.0	4.0	4.0	5.0	6.0	4.0	3.0	4.0	0.0	4.0	6.0	6.0	3.0	6.0	4.0	3.0	3.0	4.0	0.0	3.0	1.0	0.0	0.0	6.0	1.0	0.0	0.0	0.0	0.0	5.0	4.0	4.0	6.0	3.0	4.0	3.0	5.0	5.0	4.0	4.0	4.0	4.0	3.0	3.0	8.0	3.0	4.0	4.0	4.0	4.0	4.0	1.0	1.0	4.0	4.0	1.0	6.0	3.0	0.0	7.0	4.0	0.0	6.0	0.0	3.0	4.0	6.0	6.0	4.0	4.0	4.0	5.0	1.0	5.0
PNUSAS000668	10.0	10.0	10.0	11.0	10.0	11.0	12.0	9.0	10.0	12.0	9.0	11.0	10.0	10.0	10.0	10.0	9.0	9.0	11.0	9.0	9.0	10.0	10.0	10.0	10.0	9.0	9.0	9.0	9.0	10.0	10.0	11.0	10.0	10.0	10.0	10.0	8.0	12.0	10.0	10.0	7.0	7.0	8.0	1.0	7.0	8.0	7.0	7.0	9.0	11.0	11.0	8.0	11.0	7.0	8.0	6.0	9.0	7.0	8.0	8.0	7.0	7.0	11.0	8.0	7.0	7.0	7.0	7.0	8.0	7.0	7.0	1.0	8.0	7.0	8.0	8.0	10.0	7.0	3.0	3.0	7.0	6.0	6.0	13.0	8.0	7.0	7.0	7.0	7.0	7.0	8.0	8.0	7.0	7.0	8.0	1.0	8.0	7.0	0.0	7.0	7.0	1.0	7.0	8.0	9.0	1.0	11.0	7.0	7.0	7.0	10.0	8.0	8.0
PNUSAS000669	7.0	7.0	6.0	8.0	6.0	8.0	8.0	6.0	7.0	9.0	6.0	8.0	7.0	7.0	7.0	7.0	6.0	6.0	8.0	6.0	6.0	7.0	7.0	7.0	7.0	6.0	6.0	6.0	6.0	7.0	7.0	8.0	7.0	7.0	7.0	7.0	5.0	8.0	7.0	7.0	0.0	0.0	1.0	6.0	0.0	5.0	0.0	4.0	6.0	8.0	8.0	5.0	8.0	0.0	5.0	1.0	6.0	4.0	5.0	4.0	4.0	4.0	8.0	5.0	3.0	4.0	3.0	4.0	1.0	0.0	0.0	6.0	5.0	0.0	5.0	1.0	7.0	0.0	4.0	3.0	0.0	1.0	1.0	10.0	5.0	0.0	0.0	0.0	0.0	0.0	5.0	5.0	0.0	0.0	5.0	6.0	5.0	4.0	7.0	0.0	4.0	6.0	4.0	5.0	6.0	6.0	8.0	0.0	0.0	0.0	7.0	5.0	1.0
PNUSAS000691	5.0	5.0	5.0	6.0	5.0	6.0	7.0	4.0	5.0	7.0	4.0	6.0	5.0	5.0	5.0	5.0	4.0	4.0	6.0	4.0	4.0	5.0	5.0	5.0	5.0	4.0	4.0	4.0	4.0	5.0	5.0	6.0	5.0	5.0	5.0	5.0	3.0	7.0	5.0	5.0	4.0	4.0	5.0	6.0	4.0	3.0	4.0	0.0	4.0	6.0	6.0	3.0	6.0	4.0	3.0	3.0	4.0	0.0	3.0	1.0	0.0	0.0	6.0	1.0	0.0	0.0	0.0	0.0	5.0	4.0	4.0	6.0	3.0	4.0	3.0	5.0	5.0	4.0	4.0	4.0	4.0	3.0	3.0	8.0	3.0	4.0	4.0	4.0	4.0	4.0	1.0	1.0	4.0	4.0	1.0	6.0	3.0	0.0	7.0	4.0	0.0	6.0	0.0	3.0	4.0	6.0	6.0	4.0	4.0	4.0	5.0	1.0	5.0
PNUSAS000694	9.0	9.0	9.0	10.0	9.0	10.0	11.0	8.0	9.0	11.0	8.0	10.0	9.0	9.0	9.0	9.0	8.0	8.0	10.0	8.0	8.0	9.0	9.0	9.0	9.0	8.0	8.0	8.0	8.0	9.0	9.0	10.0	9.0	9.0	9.0	9.0	7.0	11.0	9.0	9.0	6.0	6.0	7.0	0.0	6.0	7.0	6.0	6.0	8.0	10.0	10.0	7.0	10.0	6.0	7.0	5.0	8.0	6.0	7.0	7.0	6.0	6.0	10.0	7.0	6.0	6.0	6.0	6.0	7.0	6.0	6.0	0.0	7.0	6.0	7.0	7.0	9.0	6.0	2.0	2.0	6.0	5.0	5.0	12.0	7.0	6.0	6.0	6.0	6.0	6.0	7.0	7.0	6.0	6.0	7.0	0.0	7.0	6.0	1.0	6.0	6.0	0.0	6.0	7.0	8.0	0.0	10.0	6.0	6.0	6.0	9.0	7.0	7.0
PNUSAS000699	5.0	5.0	5.0	6.0	5.0	6.0	7.0	4.0	5.0	7.0	4.0	6.0	5.0	5.0	5.0	5.0	4.0	4.0	6.0	4.0	4.0	5.0	5.0	5.0	5.0	4.0	4.0	4.0	4.0	5.0	5.0	6.0	5.0	5.0	5.0	5.0	3.0	7.0	5.0	5.0	4.0	4.0	5.0	6.0	4.0	3.0	4.0	0.0	4.0	6.0	6.0	3.0	6.0	4.0	3.0	3.0	4.0	0.0	3.0	1.0	0.0	0.0	6.0	1.0	0.0	0.0	0.0	0.0	5.0	4.0	4.0	6.0	3.0	4.0	3.0	5.0	5.0	4.0	4.0	4.0	4.0	3.0	3.0	8.0	3.0	4.0	4.0	4.0	4.0	4.0	1.0	1.0	4.0	4.0	1.0	6.0	3.0	0.0	7.0	4.0	0.0	6.0	0.0	3.0	4.0	6.0	6.0	4.0	4.0	4.0	5.0	1.0	5.0
PNUSAS000702	4.0	4.0	4.0	5.0	4.0	5.0	6.0	3.0	4.0	6.0	3.0	5.0	4.0	4.0	4.0	4.0	3.0	3.0	5.0	3.0	3.0	4.0	4.0	4.0	4.0	3.0	3.0	3.0	3.0	4.0	4.0	5.0	4.0	4.0	4.0	4.0	2.0	6.0	4.0	4.0	5.0	5.0	6.0	7.0	5.0	0.0	5.0	3.0	3.0	5.0	5.0	0.0	5.0	5.0	0.0	4.0	1.0	3.0	0.0	4.0	3.0	3.0	3.0	4.0	3.0	3.0	3.0	3.0	6.0	5.0	5.0	7.0	0.0	5.0	0.0	6.0	4.0	5.0	5.0	5.0	5.0	4.0	4.0	7.0	0.0	5.0	5.0	5.0	5.0	5.0	4.0	4.0	5.0	5.0	4.0	7.0	0.0	3.0	8.0	5.0	3.0	7.0	3.0	0.0	1.0	7.0	5.0	5.0	5.0	5.0	2.0	4.0	6.0
PNUSAS000704	5.0	5.0	5.0	6.0	5.0	6.0	7.0	4.0	5.0	7.0	4.0	6.0	5.0	5.0	5.0	5.0	4.0	4.0	6.0	4.0	4.0	5.0	5.0	5.0	5.0	4.0	4.0	4.0	4.0	5.0	5.0	6.0	5.0	5.0	5.0	5.0	3.0	7.0	5.0	5.0	6.0	6.0	7.0	8.0	6.0	1.0	6.0	4.0	4.0	6.0	6.0	1.0	6.0	6.0	1.0	5.0	2.0	4.0	1.0	5.0	4.0	4.0	4.0	5.0	4.0	4.0	4.0	4.0	7.0	6.0	6.0	8.0	1.0	6.0	1.0	7.0	5.0	6.0	6.0	6.0	6.0	5.0	5.0	8.0	1.0	6.0	6.0	6.0	6.0	6.0	5.0	5.0	6.0	6.0	5.0	8.0	1.0	4.0	9.0	6.0	4.0	8.0	4.0	1.0	0.0	8.0	6.0	6.0	6.0	6.0	3.0	5.0	7.0
PNUSAS000705	9.0	9.0	9.0	10.0	9.0	10.0	11.0	8.0	9.0	11.0	8.0	10.0	9.0	9.0	9.0	9.0	8.0	8.0	10.0	8.0	8.0	9.0	9.0	9.0	9.0	8.0	8.0	8.0	8.0	9.0	9.0	10.0	9.0	9.0	9.0	9.0	7.0	11.0	9.0	9.0	6.0	6.0	7.0	0.0	6.0	7.0	6.0	6.0	8.0	10.0	10.0	7.0	10.0	6.0	7.0	5.0	8.0	6.0	7.0	7.0	6.0	6.0	10.0	7.0	6.0	6.0	6.0	6.0	7.0	6.0	6.0	0.0	7.0	6.0	7.0	7.0	9.0	6.0	2.0	2.0	6.0	5.0	5.0	12.0	7.0	6.0	6.0	6.0	6.0	6.0	7.0	7.0	6.0	6.0	7.0	0.0	7.0	6.0	1.0	6.0	6.0	0.0	6.0	7.0	8.0	0.0	10.0	6.0	6.0	6.0	9.0	7.0	7.0
PNUSAS000755	5.0	5.0	5.0	6.0	5.0	6.0	7.0	4.0	5.0	7.0	4.0	6.0	5.0	5.0	5.0	5.0	4.0	4.0	6.0	4.0	4.0	5.0	5.0	5.0	5.0	4.0	4.0	4.0	4.0	5.0	5.0	6.0	5.0	5.0	5.0	5.0	3.0	7.0	5.0	5.0	8.0	8.0	9.0	10.0	8.0	5.0	8.0	6.0	4.0	6.0	6.0	5.0	6.0	8.0	5.0	7.0	6.0	6.0	5.0	7.0	6.0	6.0	8.0	6.0	6.0	5.0	6.0	6.0	9.0	8.0	8.0	10.0	5.0	8.0	5.0	9.0	5.0	8.0	8.0	8.0	8.0	7.0	7.0	7.0	5.0	8.0	8.0	8.0	8.0	8.0	7.0	7.0	8.0	8.0	7.0	10.0	5.0	6.0	11.0	8.0	6.0	10.0	6.0	5.0	6.0	10.0	0.0	8.0	8.0	8.0	7.0	7.0	9.0
PNUSAS000800	7.0	7.0	6.0	8.0	6.0	8.0	8.0	6.0	7.0	9.0	6.0	8.0	7.0	7.0	7.0	7.0	6.0	6.0	8.0	6.0	6.0	7.0	7.0	7.0	7.0	6.0	6.0	6.0	6.0	7.0	7.0	8.0	7.0	7.0	7.0	7.0	5.0	8.0	7.0	7.0	0.0	0.0	1.0	6.0	0.0	5.0	0.0	4.0	6.0	8.0	8.0	5.0	8.0	0.0	5.0	1.0	6.0	4.0	5.0	4.0	4.0	4.0	8.0	5.0	3.0	4.0	3.0	4.0	1.0	0.0	0.0	6.0	5.0	0.0	5.0	1.0	7.0	0.0	4.0	3.0	0.0	1.0	1.0	10.0	5.0	0.0	0.0	0.0	0.0	0.0	5.0	5.0	0.0	0.0	5.0	6.0	5.0	4.0	7.0	0.0	4.0	6.0	4.0	5.0	6.0	6.0	8.0	0.0	0.0	0.0	7.0	5.0	1.0
PNUSAS000801	7.0	7.0	6.0	8.0	6.0	8.0	8.0	6.0	7.0	9.0	6.0	8.0	7.0	7.0	7.0	7.0	6.0	6.0	8.0	6.0	6.0	7.0	7.0	7.0	7.0	6.0	6.0	6.0	6.0	7.0	7.0	8.0	7.0	7.0	7.0	7.0	5.0	8.0	7.0	7.0	0.0	0.0	1.0	6.0	0.0	5.0	0.0	4.0	6.0	8.0	8.0	5.0	8.0	0.0	5.0	1.0	6.0	4.0	5.0	4.0	4.0	4.0	8.0	5.0	3.0	4.0	3.0	4.0	1.0	0.0	0.0	6.0	5.0	0.0	5.0	1.0	7.0	0.0	4.0	3.0	0.0	1.0	1.0	10.0	5.0	0.0	0.0	0.0	0.0	0.0	5.0	5.0	0.0	0.0	5.0	6.0	5.0	4.0	7.0	0.0	4.0	6.0	4.0	5.0	6.0	6.0	8.0	0.0	0.0	0.0	7.0	5.0	1.0
PNUSAS000802	7.0	7.0	6.0	8.0	6.0	8.0	8.0	6.0	7.0	9.0	6.0	8.0	7.0	7.0	7.0	7.0	6.0	6.0	8.0	6.0	6.0	7.0	7.0	7.0	7.0	6.0	6.0	6.0	6.0	7.0	7.0	8.0	7.0	7.0	7.0	7.0	5.0	8.0	7.0	7.0	0.0	0.0	1.0	6.0	0.0	5.0	0.0	4.0	6.0	8.0	8.0	5.0	8.0	0.0	5.0	1.0	6.0	4.0	5.0	4.0	4.0	4.0	8.0	5.0	3.0	4.0	3.0	4.0	1.0	0.0	0.0	6.0	5.0	0.0	5.0	1.0	7.0	0.0	4.0	3.0	0.0	1.0	1.0	10.0	5.0	0.0	0.0	0.0	0.0	0.0	5.0	5.0	0.0	0.0	5.0	6.0	5.0	4.0	7.0	0.0	4.0	6.0	4.0	5.0	6.0	6.0	8.0	0.0	0.0	0.0	7.0	5.0	1.0
